name;title;author;chars;words;speech_acts
NOCH EIN ANDERES MÃ„DCHEN;Faust;VoÃŸ, Julius von;15;3;1
MOSER;Die Meistersinger von Nürnberg;Wagner, Richard;15;3;1
MINISTER;Die verkehrte Welt;Tieck, Ludwig;15;2;1
JÃœNGLINGSGEISTER;Faust;Vischer, Friedrich Theodor;15;1;1
HÃ„NSCHEN;Der Alpenkönig und der Menschenfeind;Raimund, Ferdinand;15;3;1
HISTORIOGRAPH;Der gestiefelte Kater;Tieck, Ludwig;15;4;2
HELENA;Doktor Faust;Soden, Julius von;15;3;1
EUNUCHEN;Turandot;Busoni, Ferruccio;15;4;1
EINER (2.1);Der Bettler von Syrakus;Sudermann, Hermann;15;2;1
EINES PAGEN STIMME;Der Turm;Hofmannsthal, Hugo von;15;4;1
EINE TRÃ„GERIN;Penthesilea;Kleist, Heinrich von;15;3;1
EINE STIMME;Dantons Tod;Büchner, Georg;15;3;2
EIN KRIEGER;Weh dem, der lügt!;Grillparzer, Franz;15;3;2
DRITTE FRAU;Alkestis;Hofmannsthal, Hugo von;15;3;1
DRITTER PRIESTER;Die Zauberflöte;Schikaneder, Johann Emanuel;15;3;1
DIE FRAUEN;Penthesilea;Kleist, Heinrich von;15;4;1
DIE ÃœBRIGEN SCHWEDISCHEN GROÃŸEN;Herzog Theodor von Gothland;Grabbe, Christian Dietrich;15;3;1
DHAN;Franz von Sickingen;Lassalle, Ferdinand;15;3;1
DER WORTFÃœHRER DER STEIRER;König Ottokars Glück und Ende;Grillparzer, Franz;15;2;1
BELA;Ein treuer Diener seines Herrn;Grillparzer, Franz;15;2;1
ANDERE MÃ„DCHEN;Nero;Panizza, Oskar;15;3;1
ANDERE STIMMEN;König Yngurd;Müllner, Adolph;15;2;1
ZWEI ANDERE MANNEN;GötterdÃ_mmerung;Wagner, Richard;14;3;1
STIMME;Die Quitzows;Wildenbruch, Ernst von;14;3;1
STIMME;Die Zauberflöte;Schikaneder, Johann Emanuel;14;4;2
LEUTNANT;Judas. Ein Arbeiterdrama;Mühsam, Erich;14;3;2
KOMMANDOSTIMME;Rosenmontag;Hartleben, Otto Erich;14;2;1
KINDERSTIMME IM GARTEN;Das weite Land;Schnitzler, Arthur;14;2;1
HAVELBERGER RATMANNE;Die Quitzows;Wildenbruch, Ernst von;14;2;1
GERICHTSDIENER;Faust;Klingemann, August;14;3;1
FIAKER;Das MÃ_dchen aus der Feenwelt oder Der Bauer als MillionÃ_r;Raimund, Ferdinand;14;4;1
ERSTER SKANDALMACHER;Zum grossen Wurstel;Schnitzler, Arthur;14;3;2
ERSTER DIENENDER GEIST;Die Frau ohne Schatten;Hofmannsthal, Hugo von;14;2;1
ERSTES MÃ„DCHEN;Der Wildschütz oder Die Stimme der Natur;Kotzebue, August von;14;3;1
EIN DRITTER (4.2);Der Bettler von Syrakus;Sudermann, Hermann;14;2;1
DIE ORDONNANZ;Rosenmontag;Hartleben, Otto Erich;14;2;2
DIE BÃœRGERMEISTER;Michel Michael;Dehmel, Richard Fedor Leopold;14;3;1
DIENERINNEN DER JESSONDA;Jessonda;Gehe, Eduard Heinrich;14;2;1
DIE HUSAREN;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;14;3;1
DIE TIROLERIN;Andreas Hofer, der Sandwirt von Passeyer;Immermann, Karl;14;3;1
DICHTER SYLVAN;MaikÃ_fer-Komödie;Widmann, Joseph Viktor;14;2;1
BARRAS;Hannibal;Grabbe, Christian Dietrich;14;3;1
ZWEITE MUTTER;Der Tod Adams;Klopstock, Friedrich Gottlieb;13;3;1
ZWEITER GENIUS;Prinz Zerbino oder die Reise nach dem guten Geschmack;Tieck, Ludwig;13;3;1
STUBENMÃ„DEL (10);Reigen;Schnitzler, Arthur;13;2;1
ORTEL;Die Meistersinger von Nürnberg;Wagner, Richard;13;3;1
MEHRERE;Ein Faust der That;Bleibtreu, Karl;13;3;1
FRAU DES KRÃ„MERS;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;13;3;1
EINE LAUTE STIMME;Weltgericht;Bleibtreu, Karl;13;2;1
EIN ANDERES WEIB;Das Bergwerk;Kaltneker, Hans;13;3;1
EINE ALTE FRAU;Der Turm;Hofmannsthal, Hugo von;13;3;1
EIN ANDRER DER DEPUTIERTEN;Das Gericht von St. Petersburg;Immermann, Karl;13;4;1
EDELKNABE;Johann, Herzog von Finnland;WeiÃŸenthurn, Johanna von;13;3;2
DIE ZUHÃ–RER;König Nicolo oder So ist das Leben;Wedekind, Frank;13;2;1
DIE FELDHERRN (RÃ–MER);Die Hermannsschlacht;Kleist, Heinrich von;13;3;1
DIE OFFIZIERE VON SEINEM GEFOLG;Die Schwestern St. Janvier;WeiÃŸenthurn, Johanna von;13;3;1
DIE UMSTEHENDEN;Dantons Tod;Büchner, Georg;13;2;1
DIE BAUERN;Leonce und Lena;Büchner, Georg;13;3;3
ANNA;Die Medaille;Thoma, Ludwig;13;3;1
ALLE BEDIENTEN;Das MÃ_dchen aus der Feenwelt oder Der Bauer als MillionÃ_r;Raimund, Ferdinand;13;3;1
VIERTER DIENER;Leonce und Lena;Büchner, Georg;12;2;1
ERSTE MUTTER;Der Tod Adams;Klopstock, Friedrich Gottlieb;12;2;1
EINER (4.2);Der Bettler von Syrakus;Sudermann, Hermann;12;2;1
EINE ANDERE;Odysseus;Sorge, Reinhard Johannes;12;2;1
EIN KRIEGSGEFÃ„HRTE;Hermanns Schlacht;Klopstock, Friedrich Gottlieb;12;3;1
EIN ANDRER KRIEGSGEFÃ„HRTE;Hermanns Schlacht;Klopstock, Friedrich Gottlieb;12;3;1
EIN BÃœRGER;Ludwig der Bayer;Uhland, Ludwig;12;3;1
EINER AUS DER MASSE;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;12;3;1
EIN FUSSGARDIST;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;12;2;1
DRITTES MÃ„DCHEN DER ERSTEN GRUPPE;Parsifal;Wagner, Richard;12;2;1
DIE VÃ„TER;Der böse Geist Lumpazivagabundus oder Das liederliche Kleeblatt;Nestroy, Johann;12;1;1
DIE REISIGEN;Agnes Bernauer;Hebbel, Friedrich;12;3;1
ANDRE STIMMEN;Wallensteins Lager;Schiller, Friedrich;12;2;1
ALLE SPIELER;Doktor Faust's Mantel;BÃ_uerle, Adolf;12;2;1
VIELE STIMMEN;William Ratcliff;Heine, Heinrich;11;1;1
TERPNUS;Nero;Panizza, Oskar;11;3;2
STIMME;Gracchus der Volkstribun;Wilbrandt, Adolf von;11;2;1
MEHRERE RITTER;Ludwig der Bayer;Uhland, Ludwig;11;2;1
GEISTERSTIMME;Faust;VoÃŸ, Julius von;11;2;1
EINIGE;Der grüne Kakadu;Schnitzler, Arthur;11;2;1
EIN DRITTER MANN;Die Hermannsschlacht;Kleist, Heinrich von;11;3;1
DIENENDE GEISTER;Die Frau ohne Schatten;Hofmannsthal, Hugo von;11;2;1
DIE ANDERN BÃœRGERSOLDATEN;Dantons Tod;Büchner, Georg;11;3;1
DIE BÃœRGERSLEUTE;Der Unbedeutende;Nestroy, Johann;11;2;1
DIE JUNGFRAUEN;Die MakkabÃ_er;Ludwig, Otto;11;2;1
DER ALTE;Der Traum ein Leben;Grillparzer, Franz;11;2;2
ANDERE;Der grüne Kakadu;Schnitzler, Arthur;11;2;1
ANDERE STIMMEN;Agnes Bernauer;Hebbel, Friedrich;11;2;1
ZWEI ZEREMONIENMEISTER;Anna Iwanowna;Ertler, Bruno;10;2;1
ZWEITE DAME;Prinz Zerbino oder die Reise nach dem guten Geschmack;Tieck, Ludwig;10;2;1
ZWEITE MASKE;Richard Savage oder Der Sohn einer Mutter;Gutzkow, Karl;10;3;1
STIMME VON DER GALERIE;Der gestiefelte Kater;Tieck, Ludwig;10;3;1
STIMMEN IM HINTERGRUND;Herodes und Mariamne;Hebbel, Friedrich;10;3;1
PUTLITZ;Die Quitzows;Wildenbruch, Ernst von;10;1;1
NEUNTE MASKE;Richard Savage oder Der Sohn einer Mutter;Gutzkow, Karl;10;2;1
MÃ„DCHEN;Sappho;Grillparzer, Franz;10;2;1
MEHRERE STIMMEN;Die Jungfrau von Orleans;Schiller, Friedrich;10;2;1
EIN LAKAI;Anna Iwanowna;Ertler, Bruno;10;2;1
EINIGE;Faust;Braun von Braunthal, Karl Johann;10;2;1
EIN ZOLLBEDIENTER;Hannibal;Grabbe, Christian Dietrich;10;3;1
EIN ANDERER FRANZÃ–SISCHER SOLDAT;Andreas Hofer, der Sandwirt von Passeyer;Immermann, Karl;10;2;1
DIE KATZE;Der Alpenkönig und der Menschenfeind;Raimund, Ferdinand;10;2;2
DIE GEISTLICHEN;Das Gericht von St. Petersburg;Immermann, Karl;10;2;2
ANDRE;Ludwig der Bayer;Uhland, Ludwig;10;2;1
VOCES DE PROFUNDIS;Armut;Wildgans, Anton;9;1;1
STRAMBERGER;Berlin, wie es weint und lacht;Berg, O. F.;9;1;1
MEHRERE;Die Bürger in Wien;BÃ_uerle, Adolf;9;2;1
MEHRERE STIMMEN ZUR LINKEN;Doctor Johannes Faust;Simrock, Karl;9;1;1
LEBUSSA;Die Gründung Prags;Brentano, Clemens;9;2;1
HYMEN;Das MÃ_dchen aus der Feenwelt oder Der Bauer als MillionÃ_r;Raimund, Ferdinand;9;2;1
FRAU HILDEBRANDT;Ephraims Breite;Hauptmann, Carl;9;2;1
EINE STIMME;Der Turm;Hofmannsthal, Hugo von;9;2;1
ECHO;HÃ_nsel und Gretel;Wette, Adelheid;9;3;2
DIE SCHREIBENDEN;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;9;2;1
DIE OFFIZIERE;Die Schule des Armen oder Zwei Millionen;Kaiser, Friedrich;9;2;1
CHOR;Der Meineidbauer;Anzengruber, Ludwig;9;4;1
CESARE;Das Liebeskonzil;Panizza, Oskar;9;3;1
ALLE OFFIZIERE DER SUITE;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;9;2;1
EINE DAME;Michel Michael;Dehmel, Richard Fedor Leopold;8;2;1
EIN PAAR VOM VOLKE;Virginia oder das abgeschaffte Decemvirat;Ayrenhoff, Cornelius Hermann von;8;2;1
EINE ANDERE STIMME;Die Hermannsschlacht;Kleist, Heinrich von;8;1;1
EIN NEBENSTEHENDER;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;8;2;1
EINE WEIBERSTIMME;Die Jüdin von Toledo;Grillparzer, Franz;8;2;1
DIE ZEUGEN;Virginia oder das abgeschaffte Decemvirat;Ayrenhoff, Cornelius Hermann von;8;2;1
DIE SECHSTE AMAZONE;Penthesilea;Kleist, Heinrich von;8;2;1
DIE SIEBENTE AMAZONE;Penthesilea;Kleist, Heinrich von;8;1;1
DER NEBENSTEHENDE;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;8;1;1
CHOR DES GEFOLGES;Alfonso und Estrella;Schober, Franz von;8;3;1
TEUFELCHEN;Doctor Johannes Faust;Simrock, Karl;7;1;1
MARI;Franz von Sickingen;Lassalle, Ferdinand;7;2;1
HANNA;Hannibal;Grabbe, Christian Dietrich;7;1;1
FOLTZ;Die Meistersinger von Nürnberg;Wagner, Richard;7;2;1
EIN POLIZIST;StaatsrÃ_son;Mühsam, Erich;7;2;1
DIE TEUFEL;Das Spiel von Doktor Faust;Ertler, Bruno;7;1;1
DIE AMAZONEN;Der Barometermacher auf der Zauberinsel;Raimund, Ferdinand;7;2;1
DIE SENATOREN;Das Gericht von St. Petersburg;Immermann, Karl;7;1;1
DER HAUSDIENER;Hanna Jagert;Hartleben, Otto Erich;7;1;4
DER JUNGE;Stella;Goethe, Johann Wolfgang von;7;2;1
DAS VOLK;König Yngurd;Müllner, Adolph;7;1;1
BÃœRGER;Prinz Zerbino oder die Reise nach dem guten Geschmack;Tieck, Ludwig;7;1;1
ZWEI TEUFEL;Das Spiel von Doktor Faust;Ertler, Bruno;6;1;1
ZEHNTE MASKE;Richard Savage oder Der Sohn einer Mutter;Gutzkow, Karl;6;2;1
VIERTE MASKE;Richard Savage oder Der Sohn einer Mutter;Gutzkow, Karl;6;2;1
VERSCHIEDENE;Rosenmontag;Hartleben, Otto Erich;6;1;1
STIMMEN VOM TENNISPLATZ;Das weite Land;Schnitzler, Arthur;6;1;1
SECHSTER BOTE;Ã–dipus und die Sphinx;Hofmannsthal, Hugo von;6;1;1
SATYR;Das MÃ_dchen aus der Feenwelt oder Der Bauer als MillionÃ_r;Raimund, Ferdinand;6;1;1
RUNDE;Der EnglÃ_nder;Lenz, Jakob Michael Reinhold;6;1;1
QUECKSILBERS DIENER;Der Barometermacher auf der Zauberinsel;Raimund, Ferdinand;6;1;1
PACKAN;Faust;Vischer, Friedrich Theodor;6;2;1
KINDER VON FRAU NATTER;Das weite Land;Schnitzler, Arthur;6;2;1
GÃœRGEL;Doktor Faust;Soden, Julius von;6;1;1
FÃœNFTE MASKE;Richard Savage oder Der Sohn einer Mutter;Gutzkow, Karl;6;2;1
FUCHS;Faust;Vischer, Friedrich Theodor;6;2;1
DIE BEIDEN DOMESTIKEN;Herr Kammerdiener Kneetschke;Scheerbart, Paul;6;2;2
DIE PASTOREN;Michel Michael;Dehmel, Richard Fedor Leopold;6;1;1
DIE BAUERN;Das Erbtheil des Vaters;Iffland, August Wilhelm;6;1;2
DIE BAUERN;Die Bojaren;Immermann, Karl;6;1;1
DIE BALEARISCHEN SCHLEUDERER;Hannibal;Grabbe, Christian Dietrich;6;1;1
SECHSTE MASKE;Richard Savage oder Der Sohn einer Mutter;Gutzkow, Karl;5;2;1
REUTER;Prinz Friedrich von Homburg;Kleist, Heinrich von;5;1;1
KLAGEWEIBER;Turandot;Busoni, Ferruccio;5;2;1
FRAUEN;Agnes Bernauerin;Törring, Josef August von;5;1;1
EISSLINGER;Die Meistersinger von Nürnberg;Wagner, Richard;5;1;1
EINE FÃœRSTIN;Penthesilea;Kleist, Heinrich von;5;1;1
EINER AUS DEM GEFOLGE;König Yngurd;Müllner, Adolph;5;1;1
EIN REITKNECHT;Prinz Friedrich von Homburg;Kleist, Heinrich von;5;1;1
EINE STIMME VON DRAUSSEN;Trauerspiel in Sizilien;Hebbel, Friedrich;5;2;1
DIE ZWERGE;Rübezahl;Scheerbart, Paul;5;1;1
DIE BERGLEUTE;Michel Michael;Dehmel, Richard Fedor Leopold;5;1;1
DIE GROSSMUTTER;Der Alpenkönig und der Menschenfeind;Raimund, Ferdinand;5;1;1
DER GENERAL;Prinz Zerbino oder die Reise nach dem guten Geschmack;Tieck, Ludwig;5;1;1
DER DIENER;Die Schuld;Müllner, Adolph;5;1;1
DER LEIBPAGE;Hannibal;Grabbe, Christian Dietrich;5;1;1
ZWEITER DIENENDER GEIST;Die Frau ohne Schatten;Hofmannsthal, Hugo von;4;1;1
EINIGE;Ludwig der Bayer;Uhland, Ludwig;4;1;1
EIN KLEINER OFENHEIZER;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;4;1;1
EIN BURSCHE;Hans Heiling;Devrient, Philipp Eduard;4;2;1
DIE BOTEN;Das KÃ_thchen von Heilbronn oder die Feuerprobe;Kleist, Heinrich von;4;1;1
DIE GESELLSCHAFT;Zu ebener Erde und erster Stock oder Die Launen des Glückes;Nestroy, Johann;4;1;1
ALLGEMEINER RUF;Das Gericht von St. Petersburg;Immermann, Karl;4;1;1
RUTHWENS;Der Vampyr;Wohlbrück, Wilhelm August;3;1;1
GEIST DES LAJUS;Der romantische Ã–dipus;Platen, August von;3;1;1
EINIGE VOM VOLK;Virginia oder das abgeschaffte Decemvirat;Ayrenhoff, Cornelius Hermann von;3;1;1
EIN ZWEITER AUS DEM VOLK;Die Bojaren;Immermann, Karl;3;1;1
DIE SPIESSGESELLEN;Scherz, Satire, Ironie und tiefere Bedeutung;Grabbe, Christian Dietrich;3;1;1
DER SKLAVE;Des Meeres und der Liebe Wellen;Grillparzer, Franz;3;1;1
ZWEITER ALTER GEFANGENER;Die Gewaltlosen;Rubiner, Ludwig;0;0;0
ZWEYTER KNABE;Die Zauberflöte;Schikaneder, Johann Emanuel;0;0;0
ZWEITE BAJADERE;Jessonda;Gehe, Eduard Heinrich;0;0;0
ZWEITER WÃ„CHTER;Zu ebener Erde und erster Stock oder Die Launen des Glückes;Nestroy, Johann;0;0;0
ZWEITER GRENADIER;Zopf und Schwert;Gutzkow, Karl;0;0;1
ZWEI KÃœRASSIERE;Ein Bruderzwist in Habsburg;Grillparzer, Franz;0;0;0
WACHE;Belmont und Constanze oder Die Entführung aus dem Serail;Bretzner, Christoph Friedrich;0;0;0
WACHEN AM HOFTOR;Die Verschwörung des Fiesco zu Genua;Schiller, Friedrich;0;0;0
VIERTES CHOR;Hermanns Schlacht;Klopstock, Friedrich Gottlieb;0;0;0
VIERTER;Die Jungfrau von Orleans;Schiller, Friedrich;0;0;0
VIERTER SCHAUSPIELER;Pfeffer-Rösel oder Die Frankfurter Messe im Jahre 1297;Birch-Pfeiffer, Charlotte;0;0;1
VERSCHWORENE;Die Verschwörung des Fiesco zu Genua;Schiller, Friedrich;0;0;0
UNTEROFFIZIER;Der Spieler;Iffland, August Wilhelm;0;0;3
TÃ„NZER;Das Incognito oder Die mehreren Könige oder Alt und Neu;Eichendorff, Joseph von;0;0;0
TRUPPEN;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;0;0;0
TRABANTEN;Faust. Der Tragödie zweiter Teil;Goethe, Johann Wolfgang von;0;0;0
THERES;Das Haus der Temperamente;Nestroy, Johann;0;0;0
TEUTSCHE;Die Verschwörung des Fiesco zu Genua;Schiller, Friedrich;0;0;0
SÃ„MTLICHE CHÃ–RE;Des Epimenides Erwachen;Goethe, Johann Wolfgang von;0;0;0
SUSANNE;Das Haus der Temperamente;Nestroy, Johann;0;0;0
STÃ–ÃŸEL;Doktor und Apotheker;Stephanie, Johann Gottlieb (der Jüngere);0;0;0
STUDENTENCHOR;Faust;Klingemann, August;0;0;0
STUDENTEN;Faust;Klingemann, August;0;0;0
STALLMEISTER;Der Spieler;Iffland, August Wilhelm;0;0;2
SOLDAT;Nero;Panizza, Oskar;0;0;0
SOLDATEN;Die Gewaltlosen;Rubiner, Ludwig;0;0;0
SOLDATEN;Die verkehrte Welt;Tieck, Ludwig;0;0;0
SOLDATEN;Die Jungfrau von Orleans;Schiller, Friedrich;0;0;0
SEPHERL;Das Haus der Temperamente;Nestroy, Johann;0;0;1
SECHS ZWERGE;Hans Heiling;Devrient, Philipp Eduard;0;0;1
SCHARFSCHÃœTZEN;Wallensteins Lager;Schiller, Friedrich;0;0;0
PÃ„CHTER UND PÃ„CHTERINNEN;Martha oder Der Markt zu Richmond;Riese, Friedrich Wilhelm;0;0;0
PREUSSISCHE REITEREI;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;0;0;0
PICCOLO;Traumulus;Holz, Arno;0;0;1
PAGEN;Der Turm;Hofmannsthal, Hugo von;0;0;0
PABSTS GESTALT;Faust;VoÃŸ, Julius von;0;0;1
OTTO VON BERN;Agnes Bernauer;Hebbel, Friedrich;0;0;1
NOTARIUS;Der Talisman;Nestroy, Johann;0;0;0
NADL;Das Haus der Temperamente;Nestroy, Johann;0;0;0
MÃ„NNER;Faust;VoÃŸ, Julius von;0;0;0
MÃ„GDE;Genoveva;Reinick, Robert;0;0;0
MÃ„DCHEN;Die Schwestern St. Janvier;WeiÃŸenthurn, Johanna von;0;0;0
Mitja;Fritz Schwigerling oder Der Liebestrank;Wedekind, Frank;0;0;0
Michel;In der Heimath;Birch-Pfeiffer, Charlotte;0;0;0
Martin;Im weiÃŸen RöÃŸl;Blumenthal, Oskar;0;0;0
MUSIKANTEN;Halle;Arnim, Ludwig Achim von;0;0;0
MUEZZIN;Der Barbier von Bagdad;Cornelius, Peter;0;0;0
MEHRERE RÃ„THE;Johann, Herzog von Finnland;WeiÃŸenthurn, Johanna von;0;0;0
MEHRERE ANDERE;Der alte Bürger-Capitain oder Die Entführung;MalÃŸ, Karl;0;0;0
MEHRERE RITTER;Almansor;Heine, Heinrich;0;0;0
MEHRERE BAUERSLEUTE;Die Walpurgisnacht;Birch-Pfeiffer, Charlotte;0;0;1
MEHRERE BAUERN;Der letzte Held von Marienburg;Eichendorff, Joseph von;0;0;0
MATROSEN;Jerusalem;Arnim, Ludwig Achim von;0;0;0
MASKEN;Die Verschwörung des Fiesco zu Genua;Schiller, Friedrich;0;0;0
MARGARETH;Das Haus der Temperamente;Nestroy, Johann;0;0;0
LUSTIGE PERSON;Faust. Der Tragödie erster Teil;Goethe, Johann Wolfgang;0;0;3
LISETTE;Das Haus der Temperamente;Nestroy, Johann;0;0;1
LIESEL;Kater Lampe;Rosenow, Emil;0;0;0
LEVITEN;Die Königin von Saba;Mosenthal, Salomon Hermann von;0;0;0
LEOPOLD;Die Schule des Armen oder Zwei Millionen;Kaiser, Friedrich;0;0;1
LEMUREN;Faust. Der Tragödie zweiter Teil;Goethe, Johann Wolfgang von;0;0;0
LEISER CHOR DER GENIEN;Moisasurs Zauberfluch;Raimund, Ferdinand;0;0;0
LEIST;Das Haus der Temperamente;Nestroy, Johann;0;0;0
LEICHT;Der Unbedeutende;Nestroy, Johann;0;0;0
LAUFER;Figaro in Deutschland;Iffland, August Wilhelm;0;0;1
LAKAIEN;Zopf und Schwert;Gutzkow, Karl;0;0;1
KÃœRASSIERE;Wallensteins Lager;Schiller, Friedrich;0;0;0
KÃ„TZIN;Faust. Der Tragödie erster Teil;Goethe, Johann Wolfgang;0;0;0
KRIEGER;Der Moloch;GerhÃ_user, Emil;0;0;0
KRIEGSLEUTE;Ernst Herzog von Schwaben;Uhland, Ludwig;0;0;0
KNECHTE (III, 19);Götz von Berlichingen mit der eisernen Hand;Goethe, Johann Wolfgang von;0;0;0
KNECHTE;Ritter Blaubart;Tieck, Ludwig;0;0;0
KNABEN;Medea;Gotter, Friedrich Wilhelm;0;0;0
KNAPPEN;Parsifal;Wagner, Richard;0;0;0
Joseph;Im weiÃŸen RöÃŸl;Blumenthal, Oskar;0;0;0
JUDEN;Jerusalem;Arnim, Ludwig Achim von;0;0;0
JOHANN;Die Schule des Armen oder Zwei Millionen;Kaiser, Friedrich;0;0;1
JOCKERLE;Der Eheteufel auf Reisen;Gleich, Joseph Alois;0;0;0
JEAN;Der Spieler;Iffland, August Wilhelm;0;0;7
JACQUES;Die Schule des Armen oder Zwei Millionen;Kaiser, Friedrich;0;0;1
INDIANER;Der Paria;Beer, Michael;0;0;0
IMSEN;Faust. Der Tragödie zweiter Teil;Goethe, Johann Wolfgang von;0;0;0
IGNAZ VON SEYBOLTSTORFF;Agnes Bernauer;Hebbel, Friedrich;0;0;1
HÃ_ÃŸliches MÃ_dchen (Vorspiel);Medusa;Lautensack, Heinrich;0;0;3
HÃ–FLINGE;Der Turm;Hofmannsthal, Hugo von;0;0;0
HÃ„NSLE;Der Eheteufel auf Reisen;Gleich, Joseph Alois;0;0;0
HORNIST;Rosenmontag;Hartleben, Otto Erich;0;0;2
HOFDAMEN;Zopf und Schwert;Gutzkow, Karl;0;0;3
HOFSTAAT;Alfonso und Estrella;Schober, Franz von;0;0;0
HOCHZEITSCHOR;Der Pfarrer von Kirchfeld;Anzengruber, Ludwig;0;0;1
HIRTEN;Wilhelm Tell;Schiller, Friedrich;0;0;0
HAUSHOFMEISTER;Der Spieler;Iffland, August Wilhelm;0;0;3
HAUPTLEUTE (CHERUSKER);Die Hermannsschlacht;Kleist, Heinrich von;0;0;0
GÃ„STE;Die verkehrte Welt;Tieck, Ludwig;0;0;0
GESANG DER SKLAVINNEN;Alkestis;Hofmannsthal, Hugo von;0;0;0
GESELLEN;Wilhelm Tell;Schiller, Friedrich;0;0;0
GERTRAUD;Das Haus der Temperamente;Nestroy, Johann;0;0;0
GENDARM;Die Fahnenweihe;Ruederer, Josef;0;0;1
GENIEN;Des Epimenides Erwachen;Goethe, Johann Wolfgang von;0;0;0
GENDARM;Berlin, wie es weint und lacht;Berg, O. F.;0;0;1
GEFÃ„NGNISWÃ„RTER;Berlin, wie es weint und lacht;Berg, O. F.;0;0;0
FÃœNFTER REITER;Faust;Avenarius, Ferdinand;0;0;0
FÃœNFTER;Die Jungfrau von Orleans;Schiller, Friedrich;0;0;0
Fleure;In der Heimath;Birch-Pfeiffer, Charlotte;0;0;0
FRAUEN;Brot!;Alberti, Konrad;0;0;1
FRAUEN;Fierrabras;Kupelwieser, Josef;0;0;0
FRAU VON NACHTSCHATTEN;Das Haus der Temperamente;Nestroy, Johann;0;0;0
FIAKER;Arabella;Hofmannsthal, Hugo von;0;0;0
Einer (Vorspiel);Medusa;Lautensack, Heinrich;0;0;0
ERSTER GRENADIER;Zopf und Schwert;Gutzkow, Karl;0;0;1
ENGLISCHE REITEREI;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;0;0;0
EMERAN NUSPERGER ZU KALMPERG;Agnes Bernauer;Hebbel, Friedrich;0;0;3
EIN EHEPAAR;Das weite Land;Schnitzler, Arthur;0;0;0
EIN BOY;Das weite Land;Schnitzler, Arthur;0;0;1
EINER AUS DEM HAUFEN;Faust;Avenarius, Ferdinand;0;0;0
EIN RUSSISCHER OFFIZIER;Anna Iwanowna;Ertler, Bruno;0;0;1
EINIGE DRUIDEN;Hermanns Schlacht;Klopstock, Friedrich Gottlieb;0;0;0
EIN DRITTER AUS DEM VOLK;Der Held des Nordens;FouquÃ©, Friedrich de la Motte;0;0;1
EINIGE RÃ„THE;Johann, Herzog von Finnland;WeiÃŸenthurn, Johanna von;0;0;0
EIN RITTER 3.4;Ludwig der Bayer;Uhland, Ludwig;0;0;0
EIN ANDRER RITTER 3.4;Ludwig der Bayer;Uhland, Ludwig;0;0;0
EINIGE MÃ„NNER;Faust;VoÃŸ, Julius von;0;0;0
EINE MENGE GÃ„STE;Stadt und Land oder Der ViehhÃ_ndler aus Oberösterreich;Kaiser, Friedrich;0;0;1
EINIGE MÃ„NNER;Der Waffenschmied;Lortzing, Albert (Gustav);0;0;0
EINIGE MÃ„NNER;Der Unbedeutende;Nestroy, Johann;0;0;0
EIN HÃ„SCHER;Agnes Bernauer;Hebbel, Friedrich;0;0;1
EIN DIENER;Gyges und sein Ring;Hebbel, Friedrich;0;0;1
EIN HEUNE;Kriemhilds Rache;Hebbel, Friedrich;0;0;3
Diener im Elisabetinum;Professor Bernhardi;Schnitzler, Arthur;0;0;2
DRITTER KNABE;Die Zauberflöte;Schikaneder, Johann Emanuel;0;0;0
DRITTER GRENADIER;Zopf und Schwert;Gutzkow, Karl;0;0;1
DRAGONER;Wallensteins Lager;Schiller, Friedrich;0;0;0
DORFBURSCHEN UND DORFMÃ„DCHEN;Ephraims Breite;Hauptmann, Carl;0;0;1
DIREKTOR;Faust. Der Tragödie erster Teil;Goethe, Johann Wolfgang;0;0;4
DIE GANZE VERSAMMLUNG;Die Quitzows;Wildenbruch, Ernst von;0;0;0
DIE DREI CHORISTINNEN;Die Fahnenweihe;Ruederer, Josef;0;0;4
DIE WALDARBEITER;Kater Lampe;Rosenow, Emil;0;0;0
DIE BAUERN;Kater Lampe;Rosenow, Emil;0;0;0
DIE ZUSCHAUER;König Nicolo oder So ist das Leben;Wedekind, Frank;0;0;0
DIE DIENER;Ã–dipus und die Sphinx;Hofmannsthal, Hugo von;0;0;0
DIE AELTESTEN DER Ä€N'ALLÄ€H;Babel und Bibel;May, Karl;0;0;0
DIE SPANIERIN;Das weite Land;Schnitzler, Arthur;0;0;1
DIE DAMEN;Michel Michael;Dehmel, Richard Fedor Leopold;0;0;0
DIE GÃ„STE;Jedermann;Hofmannsthal, Hugo von;0;0;0
DIE MÃ„DCHEN;Der Bettler von Syrakus;Sudermann, Hermann;0;0;0
DIE RATSHERREN;Der Frauenmut;Essig, Hermann;0;0;0
