name;title;author;chars;words;speech_acts
PRINZESSIN;Torquato Tasso;Goethe, Johann Wolfgang von;22399;4201;76
DER BÃœRGERMEISTER;Der Frauenmut;Essig, Hermann;22392;3872;254
JUSTITZRÃ„THIN;Die Reue nach der That;Wagner, Heinrich Leopold;22387;4169;97
OTTOKAR;Die Familie Schroffenstein;Kleist, Heinrich von;22381;4369;227
BOLZAU;Das Stiftungsfest;Moser, Gustav von;22373;4302;292
CASTI PIANI;Tod und Teufel;Wedekind, Frank;22354;3597;68
WURZEL;Das MÃ_dchen aus der Feenwelt oder Der Bauer als MillionÃ_r;Raimund, Ferdinand;22347;4165;122
STEELE;Richard Savage oder Der Sohn einer Mutter;Gutzkow, Karl;22341;3783;58
FÃœRST;Julius von Tarent;Leisewitz, Johann Anton;22325;4133;77
BRYNHILDIS;Der Held des Nordens;FouquÃ©, Friedrich de la Motte;22317;4010;104
BENJAMIN;Der Diamant;Hebbel, Friedrich;22302;4095;93
MUTTER LÃœCKEL;Die im Schatten leben;Rosenow, Emil;22299;4152;236
POSTHALTER;Die Fahnenweihe;Ruederer, Josef;22295;4170;349
GRISALDO;Simsone Grisaldo;Klinger, Friedrich Maximilian;22273;4002;150
FORTUNAT;Der geschÃ_ftige MüÃŸiggÃ_nger;Schlegel, Johann Elias;22271;4141;195
HAGEN;Kriemhilds Rache;Hebbel, Friedrich;22186;4330;197
MATHILDE;Struensee;Beer, Michael;22169;4119;106
LA ROQUETTE;Das Urbild des Tartüffe;Gutzkow, Karl;22089;3952;180
ROLAND;Der Frauenmut;Essig, Hermann;22086;4152;324
JULIANE;Der Triumph der guten Frauen;Schlegel, Johann Elias;21958;4020;204
HANSWURST;MÃ_gera, die förchterliche Hexe oder Das bezauberte SchloÃŸ des Herrn von Einhorn;Hafner, Philipp;21894;3973;127
VON BRINK;Eid und Pflicht;Engel, Johann Jakob;21889;4081;119
NETTELBECK;Colberg;Heyse, Paul;21832;4061;134
STRÃ–BEL;Moral;Thoma, Ludwig;21815;3744;261
BRAHE;Monaldeschi;Laube, Heinrich;21810;3859;148
FAUST;Faust;Avenarius, Ferdinand;21756;4202;164
GEHRMANN;Das Manuscript;WeiÃŸenthurn, Johanna von;21750;3983;185
FLEDERMAUS;Doktor Faust's Mantel;BÃ_uerle, Adolf;21746;3901;141
HERMANN;Hermanns Schlacht;Klopstock, Friedrich Gottlieb;21709;3888;108
CAROLINE;Die Candidaten oder Die Mittel zu einem Amte zu gelangen;Krüger, Johann Christian;21657;3787;61
DÃ–RTHE;Ein Trauerspiel in Berlin;Holtei, Karl von;21646;4043;91
DER PRINZ VON HOMBURG;Prinz Friedrich von Homburg;Kleist, Heinrich von;21637;4015;201
KLARA;Maria Magdalene;Hebbel, Friedrich;21568;4130;141
AGNETA;Der Bookesbeutel;Borkenstein, Hinrich;21475;3863;118
ROSE;In der Heimath;Birch-Pfeiffer, Charlotte;21467;3942;167
ELISE;Die Gunst des Augenblicks;Devrient, Philipp Eduard;21441;3946;248
STELLA;Stella;Goethe, Johann Wolfgang von;21434;4078;88
EBENWALD;Professor Bernhardi;Schnitzler, Arthur;21434;3559;149
STANI;Der Schwierige;Hofmannsthal, Hugo von;21431;3900;172
GRAF HEINRICH VON PLAUEN;Der letzte Held von Marienburg;Eichendorff, Joseph von;21371;3999;117
ELISABETH;Maria Stuart;Schiller, Friedrich;21362;3958;133
ATREUS;Atreus und Thyest;WeiÃŸe, Christian Felix;21314;4090;112
BEERMANN;Moral;Thoma, Ludwig;21284;3823;302
JULIE;Julie;Sturz, Helfrich Peter;21281;4103;66
FRAU SELICKE;Die Familie Selicke;Holz, Arno;21277;3845;202
ABELLINO;Abellino;Zschokke, Heinrich;21244;3709;113
MAX;Die Piccolomini;Schiller, Friedrich;21230;3962;107
KÃ„THCHEN;Johannes Gutenberg;Birch-Pfeiffer, Charlotte;21210;3827;76
MICHEL MICHAEL;Michel Michael;Dehmel, Richard Fedor Leopold;21200;3826;190
CELINDE;Halle;Arnim, Ludwig Achim von;21194;3994;94
PORPORINO;Ponce de Leon;Brentano, Clemens;21152;3896;163
EULENSPIEGEL;Eulenspiegel oder Schabernack über Schabernack;Nestroy, Johann;21149;3885;187
BLÃœMLEIN;Welche ist die Braut!;WeiÃŸenthurn, Johanna von;21134;3779;135
SPETH;Perdu! oder Dichter, Verleger und Blaustrümpfe;Droste-Hülshoff, Annette von;21127;3830;171
KÃ–NIGIN;Don Carlos, Infant von Spanien;Schiller, Friedrich;21115;3974;191
LUDWIG;Ludwig der Bayer;Uhland, Ludwig;21111;3902;64
BRENNO;Hermanns Schlacht;Klopstock, Friedrich Gottlieb;21101;3798;160
TEUFEL;Scherz, Satire, Ironie und tiefere Bedeutung;Grabbe, Christian Dietrich;21095;3651;104
MEISTER OELZE;Meister Oelze;Schlaf, Johannes;21064;4220;261
HANSWURST;Prinz Zerbino oder die Reise nach dem guten Geschmack;Tieck, Ludwig;20985;3714;139
BÃœRGERMEISTER;Die Lokalbahn;Thoma, Ludwig;20954;3765;332
DER DOMORGANIST;Musik;Hauptmann, Carl;20932;3161;74
FRÃ„ULEIN KAROLINE;Das Testament;Gottsched, Luise Adelgunde Victorie;20860;3814;171
DIAKONUS KÃ–RTING;Die im Schatten leben;Rosenow, Emil;20800;3591;183
GENOVEVA;Genoveva;Hebbel, Friedrich;20784;4018;174
IRMA;Die Pfarrhauskomödie;Lautensack, Heinrich;20772;4805;180
RÃ–SCHEN;Die Jagd;WeiÃŸe, Christian Felix;20747;4139;180
LEONORE;Torquato Tasso;Goethe, Johann Wolfgang von;20711;3937;84
SKARAMUZ;Die verkehrte Welt;Tieck, Ludwig;20701;3762;171
PETER;Peter und AlexÃ©j;Heiseler, Henry von;20676;4211;160
WILD;Sturm und Drang;Klinger, Friedrich Maximilian;20674;3854;145
MORTIMER;Maria Stuart;Schiller, Friedrich;20639;3788;136
OHM;De rode Ãœnnerrock;BoÃŸdorf, Hermann;20628;4347;196
HERR ORGON;Der MiÃŸtrauische;Cronegk, Johann Friedrich von;20611;3708;97
AGNES;Agnes Bernauer;Hebbel, Friedrich;20611;3929;177
RESE;Meister Oelze;Schlaf, Johannes;20578;3984;169
TETKA;Die Gründung Prags;Brentano, Clemens;20540;3743;89
JEREMIAS;Prinz Zerbino oder die Reise nach dem guten Geschmack;Tieck, Ludwig;20510;3749;166
FLORA;Judas. Ein Arbeiterdrama;Mühsam, Erich;20472;3620;264
KRAWUTSCHKE;Im Suff;Alberti, Konrad;20450;3537;132
SICHEL;Doktor und Apotheker;Stephanie, Johann Gottlieb (der Jüngere);20443;3679;135
JOHANN;Zu ebener Erde und erster Stock oder Die Launen des Glückes;Nestroy, Johann;20434;3653;139
CARDENIO;Jerusalem;Arnim, Ludwig Achim von;20401;3803;77
RUHBERG VATER;Verbrechen aus Ehrsucht;Iffland, August Wilhelm;20326;3791;141
PHILIPP;Der MiÃŸtrauische;Cronegk, Johann Friedrich von;20315;3746;131
GENOVEFA;Golo und Genovefa;Müller, Friedrich (Maler Müller);20315;3635;138
SITTENREICH;Der Bookesbeutel;Borkenstein, Hinrich;20283;3506;81
HANNIBAL;Hannibal;Grabbe, Christian Dietrich;20193;3645;135
PETER;Die Geistlichen auf dem Lande;Krüger, Johann Christian;20189;3636;111
SACCO;StaatsrÃ_son;Mühsam, Erich;20174;3523;156
RÃœBEZAHL;Rübezahl;Scheerbart, Paul;20169;3637;144
BAUER;Ephraims Breite;Hauptmann, Carl;20160;3933;167
MOLIÃˆRE;Das Urbild des Tartüffe;Gutzkow, Karl;20132;3520;85
WENDT;Die Familie Selicke;Holz, Arno;20118;3483;162
DER GRAF;Die Candidaten oder Die Mittel zu einem Amte zu gelangen;Krüger, Johann Christian;20113;3622;83
BERNHARD;Die Karolinger;Wildenbruch, Ernst von;20109;3840;205
MARQUISE;Der GroÃŸkophta;Goethe, Johann Wolfgang von;20083;3568;144
LONI;Der Herrgottschnitzer von Ammergau;Ganghofer, Ludwig;20077;4010;182
HERR VON ROSENECK;Die Geistlichen auf dem Lande;Krüger, Johann Christian;20066;3494;92
CLEON;Die zÃ_rtlichen Schwestern;Gellert, Christian Fürchtegott;20040;3677;82
VAN BETT;Zar und Zimmermann;Lortzing, Albert (Gustav);20027;3692;190
GRÃ„FIN FRANZISKA VON HOHENHEIM;Die Karlsschüler;Laube, Heinrich;20018;3530;189
SCHWARTZE;Heimat;Sudermann, Hermann;19971;3774;187
LAUNHART;Hidalla oder Sein und Haben;Wedekind, Frank;19952;3318;101
KREUSA;Jon;Schlegel, August Wilhelm;19924;3575;101
DORE;In der Heimath;Birch-Pfeiffer, Charlotte;19917;3644;120
ASLAUGA;Der Held des Nordens;FouquÃ©, Friedrich de la Motte;19857;3621;109
RICHERS;Johann, Herzog von Finnland;WeiÃŸenthurn, Johanna von;19856;3622;109
ULFO;Canut;Schlegel, Johann Elias;19847;3724;77
PRIESTER;Des Meeres und der Liebe Wellen;Grillparzer, Franz;19801;3758;182
ANTONIE;Die Hochzeitsreise;Benedix, Julius Roderich;19769;3544;156
AGENOR;Der Triumph der guten Frauen;Schlegel, Johann Elias;19767;3587;168
CARLOS;Clavigo;Goethe, Johann Wolfgang von;19731;3487;67
FELIX;Der einsame Weg;Schnitzler, Arthur;19717;3573;214
PRINZESSIN VON EBOLI;Don Carlos, Infant von Spanien;Schiller, Friedrich;19712;3714;122
FLODOARDO;Abellino;Zschokke, Heinrich;19680;3484;113
GRIMALDI;Die Zwillinge;Klinger, Friedrich Maximilian;19664;3550;117
ALBERTINE;Hasemann's Töchter;L'Arronge, Adolph;19637;3594;219
BLASE;GroÃŸjÃ_hrig;Bauernfeld, Eduard von;19592;3499;199
DE SILVA;Uriel Acosta;Gutzkow, Karl;19571;3621;95
HERR WACKERMANN;Die Pietisterey im Fischbein-Rocke;Gottsched, Luise Adelgunde Victorie;19565;3433;124
ELSE;Die Walpurgisnacht;Birch-Pfeiffer, Charlotte;19561;3655;128
BARONINN;Welche ist die Braut!;WeiÃŸenthurn, Johanna von;19542;3612;250
MEPHISTOPHELES;Faust;Vischer, Friedrich Theodor;19533;3497;67
FÃœRST;Fritz Schwigerling oder Der Liebestrank;Wedekind, Frank;19509;3366;226
KRABBE;Vatersorgen;Birch-Pfeiffer, Charlotte;19467;3564;144
HARTWIG;Das Stiftungsfest;Moser, Gustav von;19450;3595;172
FRAU WEBER;Ãœberteufel;Essig, Hermann;19403;3588;292
LEICESTER;Maria Stuart;Schiller, Friedrich;19374;3559;103
FAUST;Das Spiel von Doktor Faust;Ertler, Bruno;19328;3658;118
WINTER;Doktor Faust's Mantel;BÃ_uerle, Adolf;19284;3496;139
FRAU STAAR;Die deutschen KleinstÃ_dter;Kotzebue, August von;19272;3420;203
WOLINSKI;Anna Iwanowna;Ertler, Bruno;19253;3712;213
FERNER;Der Meineidbauer;Anzengruber, Ludwig;19236;3731;94
ADOLF;Golo und Genovefa;Müller, Friedrich (Maler Müller);19235;3397;121
SEEBALD;Judas. Ein Arbeiterdrama;Mühsam, Erich;19231;3431;151
STAUFFACHER;Wilhelm Tell;Schiller, Friedrich;19230;3576;109
RHODOPE;Gyges und sein Ring;Hebbel, Friedrich;19218;3768;156
LUISE;Eid und Pflicht;Engel, Johann Jakob;19161;3650;140
GERLIND;Brot!;Alberti, Konrad;19160;3576;96
SEPP;Der Pfarrer von Kirchfeld;Anzengruber, Ludwig;19158;3634;91
EDUARD;Eid und Pflicht;Engel, Johann Jakob;19153;3662;132
LEONCE;Leonce und Lena;Büchner, Georg;19112;3439;84
LUDWIG;Das Urbild des Tartüffe;Gutzkow, Karl;19092;3482;132
DER DICHTER;Die politische Wochenstube;Prutz, Robert Eduard;19066;3433;2
ALARCOS;Alarkos;Schlegel, Friedrich;19063;3503;47
CASPERLE;Doctor Johannes Faust;Simrock, Karl;19046;3572;95
APOTHEKER;Hahnenkampf;Lautensack, Heinrich;19013;3573;80
CLÃ„RCHEN;Die Liebe im Narrenhause;Stephanie, Johann Gottlieb (der Jüngere);18938;3510;154
OTTO;Ein treuer Diener seines Herrn;Grillparzer, Franz;18862;3595;119
EISENSTEIN;Die Fledermaus;Haffner, Carl;18823;3335;244
FRANZISKUS;Der Sieg des Christos;Sorge, Reinhard Johannes;18811;3460;37
OBERKOMMISSÃ„R;Verbrechen aus Ehrsucht;Iffland, August Wilhelm;18797;3521;120
STADINGER;Der Waffenschmied;Lortzing, Albert (Gustav);18776;3553;187
MONTAN;Die SchÃ_ferinsel;Mylius, Christlob;18748;3556;161
DER DICHTER (PROLOG);Die Frau im Fenster;Hofmannsthal, Hugo von;18744;3507;1
RITTER;Der GroÃŸkophta;Goethe, Johann Wolfgang von;18712;3299;111
SIEDLER;Im weiÃŸen RöÃŸl;Blumenthal, Oskar;18694;3343;185
VOLPINO;Der Rauchfangkehrer oder Die unentbehrlichen VerrÃ_ther ihrer Herrschaften aus Eigennutz;Auenbrugger, Johann Leopold von;18692;3319;140
PUFFMANN;Der Unbedeutende;Nestroy, Johann;18687;3318;217
DESSALINES;Die Schwestern St. Janvier;WeiÃŸenthurn, Johanna von;18684;3623;91
KABERDAR;Die Indianer in England;Kotzebue, August von;18675;3324;136
CATHRINE;Der Triumph der guten Frauen;Schlegel, Johann Elias;18669;3388;161
LEONORE;Die Verschwörung des Fiesco zu Genua;Schiller, Friedrich;18635;3250;78
BEAUMARCHAIS;Clavigo;Goethe, Johann Wolfgang von;18606;3239;88
FERDINAND;Die Betschwester;Gellert, Christian Fürchtegott;18581;3340;83
DUSTERER;Der Gwissenswurm;Anzengruber, Ludwig;18517;3604;101
PRÃ„SIDENT;Kabale und Liebe;Schiller, Friedrich;18511;3295;137
MAIKE;De rode Ãœnnerrock;BoÃŸdorf, Hermann;18473;4071;271
OSKAR;König Yngurd;Müllner, Adolph;18464;3447;69
SATAN;Merlin;Immermann, Karl;18459;2763;63
KÃ–NIG;Der gestiefelte Kater;Tieck, Ludwig;18456;3351;86
FRAU NELKEN;Der Antiquar;Hauptmann, Carl;18436;3184;73
RANZAU;Struensee;Beer, Michael;18435;3366;87
UNBEKANNTER;MenschenhaÃŸ und Reue;Kotzebue, August von;18395;3301;185
RODRIGO;Die Büchse der Pandora;Wedekind, Frank;18363;3138;80
KÃ–NIGIN;Struensee;Laube, Heinrich;18353;3239;117
ULTRA;Freiheit in KrÃ_hwinkel;Nestroy, Johann;18340;3069;137
TELL;Wilhelm Tell;Schiller, Friedrich;18327;3475;130
HYAZINTH;Figaro in Deutschland;Iffland, August Wilhelm;18318;3479;290
GEORGINE;Graf Waldemar;Freytag, Gustav;18317;3373;98
HERR VON KIEL;Die Gunst des Augenblicks;Devrient, Philipp Eduard;18310;3312;174
CAPITAIN;Der alte Bürger-Capitain oder Die Entführung;MalÃŸ, Karl;18307;3433;116
WALZ;Die Reue nach der That;Wagner, Heinrich Leopold;18303;3437;113
MARGARETHA;Genoveva;Hebbel, Friedrich;18292;3546;92
HOTHAM;Zopf und Schwert;Gutzkow, Karl;18280;3104;118
KATHARINE;Bürgerlich und Romantisch;Bauernfeld, Eduard von;18275;3339;234
ALCANTOR;Der Furchtsame;Hafner, Philipp;18256;3113;40
BERTHA;Die Ahnfrau;Grillparzer, Franz;18239;3477;143
WILLEM;Mudder Mews;Stavenhagen, Fritz;18216;3809;211
ALWA;Die Büchse der Pandora;Wedekind, Frank;18200;3115;146
RUHBERG DER SOHN;Verbrechen aus Ehrsucht;Iffland, August Wilhelm;18188;3465;287
ALTE HAMMER;Heimg'funden;Anzengruber, Ludwig;18155;3489;103
DER BÃœRGERMEISTER;Die deutschen KleinstÃ_dter;Kotzebue, August von;18147;3164;184
FRANZISKA;Minna von Barnhelm oder Das Soldatenglück;Lessing, Gotthold Ephraim;18145;3428;197
ALEXANDER KÃ–NITZ;Hanna Jagert;Hartleben, Otto Erich;18090;3252;98
TONI;Die Familie Selicke;Holz, Arno;18089;3312;237
ROBERT;Der EnglÃ_nder;Lenz, Jakob Michael Reinhold;18075;3329;65
ICILIUS;Virginia oder das abgeschaffte Decemvirat;Ayrenhoff, Cornelius Hermann von;18066;3320;83
BERKLEY;Sturm und Drang;Klinger, Friedrich Maximilian;18064;3377;112
MADAME WELLDORF;Eid und Pflicht;Engel, Johann Jakob;18046;3484;154
VALENTIN;Faust;Vischer, Friedrich Theodor;18040;3243;130
ALKMENE;Amphitryon;Kleist, Heinrich von;18036;3367;121
LANGENSCHEIDT;Die im Schatten leben;Rosenow, Emil;18007;3310;167
GOLLWITZ;Der Raub der Sabinerinnen;Schönthan, Franz und Paul von;17935;3289;262
ANNERL;Der Pfarrer von Kirchfeld;Anzengruber, Ludwig;17904;3375;123
APOLLO;Der auf den Parnass versetzte grüne Hut;Klemm, Christian Gottlob;17900;3065;94
LYSANDER;Halle;Arnim, Ludwig Achim von;17852;3262;103
MNICZEK;Demetrius;Hebbel, Friedrich;17834;3428;159
WEISLINGEN;Götz von Berlichingen mit der eisernen Hand;Goethe, Johann Wolfgang von;17826;2905;139
PRINZ HEINRICH;Gottsched und Gellert;Laube, Heinrich;17821;2919;73
FAUST;Doctor Johannes Faust;Simrock, Karl;17788;3229;137
VINCENZ;Die Pfarrhauskomödie;Lautensack, Heinrich;17771;4172;149
DR. HIPPOKRAS;Das Testament;Gottsched, Luise Adelgunde Victorie;17759;2921;160
THOMPSON;StaatsrÃ_son;Mühsam, Erich;17751;2822;49
HÃ–GNE;Der Held des Nordens;FouquÃ©, Friedrich de la Motte;17723;3253;180
HEINRICH;Golo und Genovefa;Müller, Friedrich (Maler Müller);17707;3037;53
OREST;Iphigenie auf Tauris;Goethe, Johann Wolfgang von;17694;3214;49
THEOBALD FRIEDEBORN;Das KÃ_thchen von Heilbronn oder die Feuerprobe;Kleist, Heinrich von;17685;3129;52
KÃ–HNE FINKE;Die Quitzows;Wildenbruch, Ernst von;17665;3435;130
NAUKLEROS;Des Meeres und der Liebe Wellen;Grillparzer, Franz;17659;3375;77
JUDA;Die MakkabÃ_er;Ludwig, Otto;17641;3348;98
ZERBINO;Prinz Zerbino oder die Reise nach dem guten Geschmack;Tieck, Ludwig;17586;3116;175
GENERALIN;Die Karlsschüler;Laube, Heinrich;17525;3177;191
FRANZ;Der Meineidbauer;Anzengruber, Ludwig;17521;3289;94
ZANGA;Der Traum ein Leben;Grillparzer, Franz;17397;3264;128
MICHELANGELO;Die Nase des Michelangelo;Ball, Hugo;17390;3238;111
JOSEPHA;Im weiÃŸen RöÃŸl;Blumenthal, Oskar;17390;3294;189
ADAM;Der Tod Adams;Klopstock, Friedrich Gottlieb;17382;3187;72
QUIWI;Rübezahl;Scheerbart, Paul;17351;3490;133
KÃ–RNER;Hasemann's Töchter;L'Arronge, Adolph;17334;3172;171
FRANCESCO;Ugolino;Gerstenberg, Heinrich Wilhelm von;17333;3009;141
DOKTOR HAMMER;Heimg'funden;Anzengruber, Ludwig;17294;3114;137
SCHLAUKOPF;Die politische Wochenstube;Prutz, Robert Eduard;17232;3078;169
GLEBOF;Die Bojaren;Immermann, Karl;17215;3186;102
HUMBRECHT;Die Kindermörderin;Wagner, Heinrich Leopold;17181;3246;93
JACOB;Der Diamant;Hebbel, Friedrich;17170;3279;94
WRSCHOWETZ;Die Gründung Prags;Brentano, Clemens;17162;3214;142
PACHTA;Die Gründung Prags;Brentano, Clemens;17155;3144;103
NAUKE;Die Gewaltlosen;Rubiner, Ludwig;17153;3161;101
BARON;Vatersorgen;Birch-Pfeiffer, Charlotte;17145;3044;140
VERRINA;Die Verschwörung des Fiesco zu Genua;Schiller, Friedrich;17102;2982;112
LONGIMANUS;Der Diamant des Geisterkönigs;Raimund, Ferdinand;17092;3043;84
FRAU VON TIEFENBORN;Das Testament;Gottsched, Luise Adelgunde Victorie;17081;3047;158
HERR WAHRMUND;Die Geistlichen auf dem Lande;Krüger, Johann Christian;17072;2901;36
GRAF RANZAU;Struensee;Laube, Heinrich;17036;2961;158
GRAF;Komtesse Mizzi oder Der Familientag;Schnitzler, Arthur;17006;3059;142
PYTHIA;Jon;Schlegel, August Wilhelm;17005;3052;70
CYPRIAN;Professor Bernhardi;Schnitzler, Arthur;16999;2904;122
EULENSPIEGEL;Michel Michael;Dehmel, Richard Fedor Leopold;16996;2870;125
ORPHEUS;Orpheus und Euridice So geht es im Olymp zu!;Meisl, Karl;16991;3186;80
FRITZ;Liebelei;Schnitzler, Arthur;16982;3144;274
DER KAISER;Pfeffer-Rösel oder Die Frankfurter Messe im Jahre 1297;Birch-Pfeiffer, Charlotte;16972;3011;74
HELIKANUS;Prinz Zerbino oder die Reise nach dem guten Geschmack;Tieck, Ludwig;16955;3168;77
CRESCENCE;Der Schwierige;Hofmannsthal, Hugo von;16950;3179;126
KARL;Der deutsche Hausvater oder die Familie;Gemmingen-Hornberg, Otto Heinrich von;16949;3121;155
MAD. WAGNER;Der Vetter in Lissabon;Schröder, Friedrich Ludwig;16945;3026;165
KAUZ;Das MÃ_dl aus der Vorstadt oder Ehrlich wÃ_hrt am lÃ_ngsten;Nestroy, Johann;16922;3128;208
EVANDER;Evander und Alcimna;Gessner, Salomon;16907;3077;88
FAUST;Johann Faust;Weidmann, Paul;16891;3084;117
LORD GUILFORD;Lady Johanna Gray oder Der Triumf der Religion;Wieland, Christoph Martin;16884;3030;44
JÃ–RAN;Johann, Herzog von Finnland;WeiÃŸenthurn, Johanna von;16883;3066;158
MIME;Siegfried;Wagner, Richard;16872;3370;91
HERR VON KALTENBRUNN;Das Testament;Gottsched, Luise Adelgunde Victorie;16854;3033;135
ANTON;Die Kreuzelschreiber;Anzengruber, Ludwig;16849;3359;182
PERWENITZ;Die Quitzows;Wildenbruch, Ernst von;16833;3126;186
GRÃ„FIN TERZKY;Wallensteins Tod;Schiller, Friedrich;16826;3171;122
FAUST;Faust;VoÃŸ, Julius von;16809;3088;124
KREON;Ã–dipus und die Sphinx;Hofmannsthal, Hugo von;16795;3274;119
LANDRAT;Traumulus;Holz, Arno;16785;2811;108
HOLTVAAGT;Bahnmeister Dood;BoÃŸdorf, Hermann;16784;3568;127
AUGUST;Das Manuscript;WeiÃŸenthurn, Johanna von;16757;3012;216
AMALIA;Die RÃ_uber;Schiller, Friedrich;16727;3050;111
PROTHOE;Penthesilea;Kleist, Heinrich von;16712;3159;184
KÃ„SPERLE;Die Teufelsmühle am Wienerberg;Hensler, Karl Friedrich;16669;3246;135
ALZINDE;Moisasurs Zauberfluch;Raimund, Ferdinand;16647;3052;79
JUSTUS WACH;Die Menschenfreunde;Dehmel, Richard Fedor Leopold;16620;2889;117
IRMA;König Yngurd;Müllner, Adolph;16616;3136;109
MAJOR;Der Hofmeister oder Vorteile der Privaterziehung;Lenz, Jakob Michael Reinhold;16610;3097;58
WERNER;Die Reue nach der That;Wagner, Heinrich Leopold;16573;3017;142
PASTOR;Die JÃ_ger;Iffland, August Wilhelm;16568;2990;162
BOHLE;De rode Ãœnnerrock;BoÃŸdorf, Hermann;16550;3584;304
LEPORELLO;Don Juan und Faust;Grabbe, Christian Dietrich;16533;3174;159
AGNES;Agnes Bernauerin;Törring, Josef August von;16530;3025;110
GURLI;Die Indianer in England;Kotzebue, August von;16518;3063;182
KARL;Die Jungfrau von Orleans;Schiller, Friedrich;16516;3057;113
ZWIRN;Der böse Geist Lumpazivagabundus oder Das liederliche Kleeblatt;Nestroy, Johann;16514;2957;201
GUIDO;Julius von Tarent;Leisewitz, Johann Anton;16508;3019;63
WERNER;Minna von Barnhelm oder Das Soldatenglück;Lessing, Gotthold Ephraim;16487;3041;121
OCTAVIO;Die Piccolomini;Schiller, Friedrich;16480;3020;99
SIEGMAR;Hermanns Schlacht;Klopstock, Friedrich Gottlieb;16476;3004;102
NICHTE;Der GroÃŸkophta;Goethe, Johann Wolfgang von;16467;2963;131
RUDOLF;Mein Leopold;L'Arronge, Adolph;16433;3065;146
FERDINAND;Berlin, wie es weint und lacht;Berg, O. F.;16424;2688;98
PREHAUSER;Der auf den Parnass versetzte grüne Hut;Klemm, Christian Gottlob;16387;2975;144
BETTY;Lucie Woodvil;Pfeil, Johann Gottlob Benjamin;16371;2848;61
ALEXANDRA;Herodes und Mariamne;Hebbel, Friedrich;16356;3178;129
DER GOUVERNEUR;Die Gewaltlosen;Rubiner, Ludwig;16324;3021;118
DENKERKE;Faust;Vischer, Friedrich Theodor;16301;2702;52
TÃ–FFEL;Die Jagd;WeiÃŸe, Christian Felix;16278;3260;104
HUTZIBUTZ;Das Haus der Temperamente;Nestroy, Johann;16260;2958;182
APPIUS;Virginia oder das abgeschaffte Decemvirat;Ayrenhoff, Cornelius Hermann von;16244;2987;87
HAUPTMANN;Die Karlsschüler;Laube, Heinrich;16233;2738;109
AMPHITRYON;Amphitryon;Kleist, Heinrich von;16214;2981;164
ANTON;Der Turm;Hofmannsthal, Hugo von;16212;2923;143
FÃ–RSTERIN;Der Erbförster;Ludwig, Otto;16200;3124;176
LADY;Richard Savage oder Der Sohn einer Mutter;Gutzkow, Karl;16147;2859;81
ERZHERZOG FERDINAND;Ein Bruderzwist in Habsburg;Grillparzer, Franz;16140;2975;118
ALEXIS;Das Gericht von St. Petersburg;Immermann, Karl;16135;2950;87
CURIO;Simsone Grisaldo;Klinger, Friedrich Maximilian;16127;2888;119
SOLIMAN;Zriny;Körner, Theodor;16121;2974;66
MELCHIOR;Frühlings Erwachen;Wedekind, Frank;16101;2947;149
GLUTHAHN;Moisasurs Zauberfluch;Raimund, Ferdinand;16098;3069;91
LIGARES;Magie und Schicksal;Günderode, Karoline von;16070;2966;57
STÃœVE;Erster Klasse;Thoma, Ludwig;16068;2816;137
ROSAMUNDE;Abellino;Zschokke, Heinrich;16065;2872;101
ANDRASON;Der Triumph der Empfindsamkeit;Goethe, Johann Wolfgang von;16058;2870;89
MEPHISTOPHELES;Faust;Avenarius, Ferdinand;16014;3002;50
BREITE;Ephraims Breite;Hauptmann, Carl;16013;3182;150
LEHNL;Der Herrgottschnitzer von Ammergau;Ganghofer, Ludwig;15981;3135;117
RUDOLF;König Ottokars Glück und Ende;Grillparzer, Franz;15933;2999;78
GHITA;Don Juan's Ende;Heyse, Paul;15891;3000;78
CHOR (3. AKT);Faust. Der Tragödie zweiter Teil;Goethe, Johann Wolfgang von;15890;2722;41
PAPAGENO;Die Zauberflöte;Schikaneder, Johann Emanuel;15884;3132;152
FLORIAN;Der Diamant des Geisterkönigs;Raimund, Ferdinand;15882;2960;139
CATHRINE;Die Pietisterey im Fischbein-Rocke;Gottsched, Luise Adelgunde Victorie;15872;2768;125
MARIE;Franz von Sickingen;Lassalle, Ferdinand;15862;2986;80
MADONNA DIANORA;Die Frau im Fenster;Hofmannsthal, Hugo von;15856;3032;48
